Gene symbol	Entrez gene ID	Description	RefSeq accession	Molecular class	empty
PHF20L1	51105	PHD finger protein 20-like 1	NP_115581.3	Unclassified	
PHF20L1	51105	PHD finger protein 20-like 1	NP_940915.1	Unclassified	
PHF5A	84844	PHD finger protein 5A	NP_116147.1	Transcription regulatory protein	
PHF7	51533	PHD finger protein 7	NP_057567.3	Transcription regulatory protein	
PHF7	51533	PHD finger protein 7	NP_775463.1	Transcription regulatory protein	
PHLDB1	23187	"Pleckstrin homology like domain family B, member 1"	NP_055972.1	Unclassified	
PHLDB1	23187	"Pleckstrin homology like domain family B, member 1"	NP_001138230.1	Unclassified	
PHLDB1	23187	"Pleckstrin homology like domain family B, member 1"	NP_001138231.1	Unclassified	
PHLDB3	284345	Pleckstrin homology like domain family B member 3	NP_942147.3	Unclassified	
PHTF2	57157	PHTF2	NP_065165.3	Transcription factor	
PHTF2	57157	PHTF2	NP_001120829.1	Transcription factor	
PHTF2	57157	PHTF2	NP_001120830.1	Transcription factor	
PHTF2	57157	PHTF2	NP_001120831.1	Transcription factor	
PHTF2	57157	PHTF2	NP_001120832.1	Transcription factor	
PHYHIPL	84457	Phytanoyl-CoA hydroxylase interacting protein-like	NP_115815.2	Unclassified;Integral membrane protein	
PHYHIPL	84457	Phytanoyl-CoA hydroxylase interacting protein-like	NP_001137246.1	Unclassified;Integral membrane protein	
PI4K2B	55300	Phosphatidylinositol 4 kinase type II beta	NP_060793.2	Lipid phosphatase	
PIGM	93183	PIGM	NP_660150.1	Enzyme: Mannosyltransferase	
PIGO	84720	Phosphatidylinositol glycan class O	NP_116023.2	Unclassified	
PIGO	84720	Phosphatidylinositol glycan class O	NP_690577.2	Unclassified	
PIGS	94005	Phosphatidylinositol glycan class S	NP_149975.1	Anchor protein	
PIGT	51604	"Phosphatidylinositol glycan, class T"	NP_057021.2	Enzyme: Aminotransferase	
PIM3	415116	Serine/threonine kinase Pim-3	NP_001001852.2	Serine/threonine kinase	
PIP4K2C	79837	"Phosphatidylinositol-4-phosphate 5-kinase, type II, gamma"	NP_079055.3	Lipid Kinase	
PIP5KL1	138429	Phosphatidylinositol-4-phosphate 5-kinase-like 1	NP_775763.1	Adapter molecule	
PIP5KL1	138429	Phosphatidylinositol-4-phosphate 5-kinase-like 1	NP_001128691.1	Adapter molecule	
CSDC2	27254	RNA binding protein pippin	NP_055275.1	RNA binding protein	
PLB1	151056	Phospholipase B1	NP_694566.3	Enzyme: Phospholipase	
PLEKHA7	144100	PLEKHA7	NP_778228.3	Unclassified	
PLEKHA9	51054	"Pleckstrin homology domain containing family A, member 9"	NP_056983.1	Unclassified	
PLEKHB2	55041	Pleckstrin homology domain containing protein family B member 2	NP_060428.2	Unclassified	
PLEKHB2	55041	Pleckstrin homology domain containing protein family B member 2	NP_001026876.1	Unclassified	
PLEKHB2	55041	Pleckstrin homology domain containing protein family B member 2	NP_001094093.1	Unclassified	
PHLPP1	23239	"Pleckstrin homology domain containing, family E (with leucine rich repeats) member 1"	NP_919431.1	Unclassified	
PLEKHF1	79156	"Pleckstrin homology domain containing, family F (with FYVE domain) member 1"	NP_077286.3	Unclassified	
PLEKHF2	79666	"Pleckstrin homology domain containing, family F (with FYVE domain) member 2"	NP_078889.1	Unclassified	
PLEKHG2	64857	PLEKHG2	NP_073746.2	Guanine nucleotide exchange factor	
PLEKHH2	130271	Pleckstrin homology domain containing family H member 2	NP_742066.2	Cytoskeletal protein	
PLEKHJ1	55111	Pleckstrin homology domain containing family J member 1	NP_060519.1	Guanine nucleotide exchange factor	
PTPMT1	114971	"Protein tyrosine phosphatase, mitochondrial 1"	AAH20242.1	Dual specificity phosphatase	
PTPMT1	114971	"Protein tyrosine phosphatase, mitochondrial 1"	NP_783859.1	Dual specificity phosphatase	
PTPMT1	114971	"Protein tyrosine phosphatase, mitochondrial 1"	NP_001137456.1	Dual specificity phosphatase	
PMS2L11	441263	Postmeiotic segregation increased 2 like 11	AAA97460.1	Unclassified	
PPPDE1	51029	CGI-146 protein	NP_057160.2	Unclassified	
PODXL2	50512	Podocalyxin-like 2	NP_056535.1	Unclassified	
POLR3E	55718	RNA polymerase III subunit 5	NP_060589.1	RNA polymerase	
POLR3F	10621	RNA polymerase III C39 subunit	NP_006457.2	RNA polymerase	
POLR3H	171568	RNA polymerase III subunit RPC8	NP_612211.1	RNA polymerase	
POLR3H	171568	RNA polymerase III subunit RPC8	NP_001018060.1	RNA polymerase	
POLR3H	171568	RNA polymerase III subunit RPC8	NP_001018061.1	RNA polymerase	
POLR3H	171568	RNA polymerase III subunit RPC8	NP_001018062.1	RNA polymerase	
POP5	51367	"Processing of precursor 5, ribonuclease P/MRP subunit"	NP_057002.2	Ribonuclease	
POP5	51367	"Processing of precursor 5, ribonuclease P/MRP subunit"	NP_937844.1	Ribonuclease	
POP5	51367	"Processing of precursor 5, ribonuclease P/MRP subunit"	NP_937845.1	Ribonuclease	
GDPD5	81544	Glycerophosphodiester phosphodiesterase domain containing 5	NP_110419.5	Unclassified	
C10orf54	64115	Platelet receptor GI24	AAH20568.1	Unclassified	
C10orf54	64115	Platelet receptor GI24	NP_071436.1	Unclassified	
NAPRT1	93100	Similar to CG3714 gene product	NP_660202.3	Enzyme: Phosphoribosyltransferase	
MRFAP1L1	114932	Morf4 family associated protein 1-like 1	NP_689514.1	Unclassified	
MRFAP1L1	114932	Morf4 family associated protein 1-like 1	NP_982287.1	Unclassified	
PPIL3	53938	Peptidylprolyl isomerase (cyclophilin)-like 3	NP_115861.1	Enzyme: Isomerase	
PPIL3	53938	Peptidylprolyl isomerase (cyclophilin)-like 3	NP_570981.1	Enzyme: Isomerase	
PPIL3	53938	Peptidylprolyl isomerase (cyclophilin)-like 3	NP_572028.1	Enzyme: Isomerase	
PPIL5	122769	Peptidylprolyl isomerase like 5	NP_689542.2	Unclassified	
PPIL5	122769	Peptidylprolyl isomerase like 5	NP_982291.1	Unclassified	
PPIL5	122769	Peptidylprolyl isomerase like 5	NP_982292.1	Unclassified	
PPIL6	285755	Peptidylprolyl isomerase like 6	NP_775943.1	Enzyme: Isomerase	
PPIL6	285755	Peptidylprolyl isomerase like 6	NP_001104768.1	Enzyme: Isomerase	
PPM1H	57460	Protein phosphatase 1H PP2C domain containing	AAH40177.1	Unclassified;Enzyme: Phosphatase	
PPM1H	57460	Protein phosphatase 1H PP2C domain containing	NP_065751.1	Unclassified;Enzyme: Phosphatase	
PPM1K	152926	Protein phosphatase 1K	NP_689755.3	Serine/threonine phosphatase	
PPP1R16B	26051	Ankyrin repeat domain protein 4	NP_056383.1	Enzyme regulator	
PPP1R1C	151242	Protein phosphatase 1 regulatory (inhibitor) subunit 1C	AAM18054.1	Enzyme regulator	
PPP1R1C	151242	Protein phosphatase 1 regulatory (inhibitor) subunit 1C	NP_001074014.1	Enzyme regulator	
PPP1R3F	89801	Protein phosphatase 1 regulatory subunit 3F	NP_149992.3	Regulatory/other subunit	
PPM1J	333926	Protein phosphatase 2C zeta	NP_005158.5	Serine/threonine phosphatase	
PPP2R2D	55844	Protein phosphatase 2 regulatory subunit B delta	NP_060931.2	Unclassified	
PPP2R2D	55844	Protein phosphatase 2 regulatory subunit B delta	NP_001003656.1	Unclassified	
PPRC1	23082	PGC1 related coactivator	NP_055877.3	Transcription regulatory protein	
PRMT7	54496	Protein arginine N-methyltransferase 7	NP_061896.1	Enzyme: Methyltransferase	
ERI3	79033	Prion protein interacting protein	AAH01072.1	Unclassified	
ERI3	79033	Prion protein interacting protein	NP_076971.1	Unclassified	
TMCO6	55374	Transmembrane and coiled-coil domains 6	NP_060972.3	Unclassified	
PABPC1L2A	340529	"Similar to poly(A)binding protein, cytoplasmic 1"	NP_001012995.1	Unclassified;RNA binding protein	
C2orf56	55471	Chromosome 2 open reading frame 56	NP_653337.1	Unclassified	
C2orf56	55471	Chromosome 2 open reading frame 56	NP_061077.2	Unclassified	
C2orf56	55471	Chromosome 2 open reading frame 56	NP_001077415.1	Unclassified	
LRRC59	55379	Leucine rich repeat containing 59	NP_060979.2	Unclassified	
C8orf39	55472	Chromosome 8 open reading frame 39	AAF71092.1	Unclassified	
WDR82	80335	WD repeat domain 82	NP_079498.2	Integral membrane protein	
PRR7	80758	Proline rich 7 synaptic	NP_085044.2	Unclassified	
PRRG4	79056	Proline rich Gla G carboxyglutamic acid 4transmembrane	NP_076986.1	Integral membrane protein	
PRUNE	58497	Prune	NP_067045.1	Unclassified	
ZCCHC17	51538	Nucleolar protein 40	NP_057589.2	RNA binding protein	
PSD2	84249	Pleckstrin and Sec7 domain containing 2	NP_115665.1	Unclassified	
PSD4	23550	Pleckstrin and Sec7 domain containing 4	NP_036587.2	Unclassified	
PSKH2	85481	Protein serine kinase H2	NP_149117.1	Serine/threonine kinase	
PTCD2	79810	Pentatricopeptide repeat domain 2	NP_079030.3	Unclassified	
OLA1	29789	GTP-binding protein PTD004	NP_037473.3	Unclassified	
OLA1	29789	GTP-binding protein PTD004	NP_001011708.1	Unclassified	
PUS3	83480	Pseudouridylate synthase 3	NP_112597.3	Enzyme: Synthase	
PYCRL	65263	Pyrroline 5 carboxylate reductase like	NP_075566.2	Enzyme: Oxidoreductase	
GINS2	51659	DNA replication complex GINS protein PSF2	NP_057179.1	Unclassified	
C19orf70	125988	QIL1 protein	NP_991330.1	Unclassified	
QRSL1	55278	Glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1	NP_060762.3	Enzyme: Amidinotransferase	
IRGC	56269	Interferon inducible GTPase 5	NP_062558.1	GTPase	
RAB6C	84084	RAB6C	NP_115520.2	GTPase	
RAB7B	338382	RAB7B member RAS oncogene family	NP_796377.2	RNA binding protein	
RABL3	285282	RABL3	NP_776186.2	GTPase	
RABL5	64792	"RAB, member RAS oncogene family like 5"	NP_073614.1	GTPase	
RABL5	64792	"RAB, member RAS oncogene family like 5"	NP_001124292.1	GTPase	
RABL5	64792	"RAB, member RAS oncogene family like 5"	NP_001124293.1	GTPase	
RABL5	64792	"RAB, member RAS oncogene family like 5"	NP_001124294.1	GTPase	
RDM1	201299	RAD52 motif 1	NP_663629.1	DNA binding protein;RNA binding protein	
RDM1	201299	RAD52 motif 1	NP_001030008.1	DNA binding protein;RNA binding protein	
RALGPS2	55103	Ral GEF with PH domain and SH3 binding motif 2	NP_689876.2	Guanine nucleotide exchange factor	
RALGPS2	55103	Ral GEF with PH domain and SH3 binding motif 2	NP_060507.1	Guanine nucleotide exchange factor	
RANBP10	57610	RAN binding protein 10	NP_065901.1	Unclassified	
RAPGEF5	9771	Rap guanine nucleotide exchange factor 5	NP_036426.3	Guanine nucleotide exchange factor	
RARS2	57038	Arginyl-tRNA synthetase-like	NP_064716.2	Enzyme: Synthase	
RASD2	23551	RASD family member 2	AAG00868.1	GTPase	
RASD2	23551	RASD family member 2	NP_055125.2	GTPase	
RASGEF1A	221002	"RasGEF domain family, member 1A"	BAC04491.1	Unclassified	
RASGEF1A	221002	"RasGEF domain family, member 1A"	NP_660356.2	Unclassified	
RASGEF1C	255426	RasGEF domain family member 1C	NP_778232.2	Guanine nucleotide exchange factor;Unclassified	
RASGEF1C	255426	RasGEF domain family member 1C	NP_001026969.1	Guanine nucleotide exchange factor;Unclassified	
RASGRP3	25780	RAS guanyl releasing protein 3	NP_733772.1	Guanine nucleotide exchange factor	
RASGRP3	25780	RAS guanyl releasing protein 3	NP_001132960.1	Guanine nucleotide exchange factor	
RASIP1	54922	Ras interacting protein 1	NP_060275.2	Unclassified	
RASL10B	91608	"RAS like family 10, member B"	NP_201572.1	GTPase	
RASL11B	65997	"RAS like family 11, member B"	NP_076429.1	Unclassified	
RASL12	51285	RAS like family 12 protein	NP_057647.1	GTPase	
RASSF2	9770	Ras association (RalGDS/AF-6) domain family 2	NP_055552.1	Cell cycle control protein	
RASSF2	9770	Ras association (RalGDS/AF-6) domain family 2	NP_739579.1	Cell cycle control protein	
RASSF2	9770	Ras association (RalGDS/AF-6) domain family 2	NP_739580.1	Cell cycle control protein	
RASSF4	83937	Ras association (RalGDS/AF-6) domain family 4	AAO61140.1	Unclassified	
RASSF4	83937	Ras association (RalGDS/AF-6) domain family 4	NP_114412.2	Unclassified	
RASSF4	83937	Ras association (RalGDS/AF-6) domain family 4	NP_835281.1	Unclassified	
RASSF6	166824	Ras association (RalGDS/AF-6) domain family 6	NP_958834.1	Unclassified	
RASSF6	166824	Ras association (RalGDS/AF-6) domain family 6	NP_803876.1	Unclassified	
DNAJC27	51277	Ras associated protein Rap1	NP_057628.1	GTPase	
RBKS	64080	Ribokinase	NP_071411.1	Enzyme: Phosphotransferase	
MAK16	84549	RNA binding motif protein 13	NP_115898.2	RNA binding protein	
RBM18	92400	RNA binding motif protein 18	NP_149108.1	RNA binding protein	
RBM19	9904	RNA binding motif protein 19	NP_057280.2	RNA binding protein	
TUT1	64852	RNA binding motif protein 21	NP_073741.2	RNA binding protein	
RBM23	55147	RNA binding motif protein 23	AAP97203.1	Transcription regulatory protein	
RBM23	55147	RNA binding motif protein 23	NP_060577.3	Transcription regulatory protein	
RBM23	55147	RNA binding motif protein 23	NP_001070819.1	Transcription regulatory protein	
RBM23	55147	RNA binding motif protein 23	NP_001070820.1	Transcription regulatory protein	
RBM24	221662	RNA binding motif protein 24	NP_694565.1	RNA binding protein	
RBM24	221662	RNA binding motif protein 24	NP_001137413.1	RNA binding protein	
RBM24	221662	RNA binding motif protein 24	NP_001137414.1	RNA binding protein	
RBM25	58517	RNA binding motif protein 25	NP_067062.1	RNA binding protein	
RBM4B	83759	RNA binding motif protein 30	NP_113680.1	RNA binding protein	
RBM9	23543	RNA binding motif protein 9	BAB70875.1	RNA binding protein	
RBM9	23543	RNA binding motif protein 9	NP_055124.1	RNA binding protein	
RBM9	23543	RNA binding motif protein 9	NP_001026865.1	RNA binding protein	
RBM9	23543	RNA binding motif protein 9	NP_001076045.1	RNA binding protein	
RBM9	23543	RNA binding motif protein 9	NP_001076046.1	RNA binding protein	
RBM9	23543	RNA binding motif protein 9	NP_001076047.1	RNA binding protein	
RBM9	23543	RNA binding motif protein 9	NP_001076048.1	RNA binding protein	
RBMY1F	159163	RBMY1F	NP_689798.1	RNA binding protein	
RBMY1J	378951	"RNA binding motif protein, Y linked, family 1, member J"	NP_001006117.2	RNA binding protein	
RCOR2	283248	REST corepressor 2	NP_775858.1	DNA binding protein	
SDR9C7	121214	Orphan short chain dehydrogenase/reductase	NP_683695.1	Enzyme: Oxidoreductase	
WDR61	80349	Recombination protein REC14	NP_079510.1	Unclassified	
REM1	28954	REM1	NP_054731.2	GTPase	
RERG	85004	"RAS like, estrogen regulated growth inhibitor"	NP_116307.1	GTPase	
RFT1	91869	RFT1	NP_443091.1	Integral membrane protein	
RG9MTD1	54931	HNYA	NP_060289.2	RNA methyltransferase	
RG9MTD2	93587	RNA (guanine-9-) methyltransferase domain containing 2	NP_689505.1	RNA methyltransferase	
RG9MTD2	93587	RNA (guanine-9-) methyltransferase domain containing 2	NP_001128137.1	RNA methyltransferase	
RG9MTD2	93587	RNA (guanine-9-) methyltransferase domain containing 2	NP_001128138.1	RNA methyltransferase	
RG9MTD3	158234	RG9MTD3	NP_659401.2	RNA methyltransferase	
RGMB	285704	"RGM domain family, member B"	NP_775941.1	Unclassified	
RGMB	285704	"RGM domain family, member B"	NP_001012779.2	Unclassified	
RHEBL1	121268	Ras homolog enriched in brain like 1	NP_653194.1	GTPase	
RHOF	54509	"Ras homolog gene family, member F"	NP_061907.2	GTPase	
RHOT1	55288	Mitochondrial Rho 1	CAD43139.1	GTPase	
RHOT1	55288	Mitochondrial Rho 1	NP_060777.3	GTPase	
RHOT1	55288	Mitochondrial Rho 1	NP_001028738.1	GTPase	
RHOT1	55288	Mitochondrial Rho 1	NP_001028739.1	GTPase	
RHOT1	55288	Mitochondrial Rho 1	NP_001028740.1	GTPase	
RHOT2	89941	Mitochondrial Rho 2	NP_620124.1	GTPase	
RIN2	54453	Ras and Rab interactor 2	NP_061866.1	Guanine nucleotide exchange factor	
RINT1	60561	Rad50 interacting protein 1	NP_068749.3	Cell cycle control protein	
RUFY3	22902	Rap2 interacting protein x	NP_055776.1	Unclassified	
RUFY3	22902	Rap2 interacting protein x	NP_001032519.1	Unclassified	
RUFY3	22902	Rap2 interacting protein x	NP_001124181.1	Unclassified	
TMEM158	25907	Ras induced senescence 1	NP_056259.2	Unclassified	
RIT2	6014	RIN	NP_002921.1	GTPase	
MEX3D	399664	Ring finger and KH domain containing 1	NP_976049.3	RNA binding protein	
MEX3D	399664	Ring finger and KH domain containing 1	NP_001078832.1	RNA binding protein	
MEX3C	51320	Ring finger and KH domain containing 2	NP_057710.3	Unclassified	
MEX3B	84206	Ring finger and KH domain containing 3	NP_115622.2	Ubiquitin proteasome system protein	
RNASE11	122651	"Ribonuclease, RNase A family, 11"	NP_660293.1	Ribonuclease	
RNF150	57484	Ring finger protein 150	NP_065775.1	Ubiquitin proteasome system protein	
RNF157	114804	Ring finger protein 157	NP_443148.1	Ubiquitin proteasome system protein	
RNF166	115992	Ring finger protein 166	NP_849163.1	Ubiquitin proteasome system protein	
RNF167	26001	Ring finger protein 167	NP_056343.1	Ubiquitin proteasome system protein	
RNF175	285533	Ring finger protein 175	NP_775933.1	Integral membrane protein	
RNF180	285671	Ring finger protein 180	NP_848627.1	Unclassified	
RNF180	285671	Ring finger protein 180	NP_001107033.1	Unclassified	
RNF182	221687	Ring finger protein 182	NP_689950.1	Ubiquitin proteasome system protein	
RNF44	22838	Ring finger protein 44	NP_055716.1	Ubiquitin proteasome system protein	
RNMTL1	55178	RNA methyltransferase like 1	NP_060616.1	RNA methyltransferase	
RNPC3	55599	U11/U12 snRNP 65K	NP_060089.1	RNA binding protein	
RBM38	55544	RNPC1	NP_059965.2	RNA binding protein	
RBM38	55544	RNPC1	NP_906270.1	RNA binding protein	
ROPN1	54763	Ropporin	NP_060048.2	Regulatory/other subunit	
C1orf91	56063	Chromosome 1 open reading frame 91	NP_061991.3	Integral membrane protein	
C8orf84	157869	RPE-spondin	NP_694957.3	Unclassified	
RPF1	80135	RNA processing factor 1	NP_079341.2	Unclassified	
RPH3A	22895	Rabphilin 3A	NP_055769.2	Membrane transport protein	
RPH3A	22895	Rabphilin 3A	NP_001137326.1	Membrane transport protein	
RUNDC3B	154661	Rap2 binding protein 9	NP_612147.1	Unclassified	
RUNDC3B	154661	Rap2 binding protein 9	NP_001127877.1	Unclassified	
RUNDC3B	154661	Rap2 binding protein 9	NP_001127878.1	Unclassified	
RPP21	79897	Ribonuclease P 21kDa subunit	NP_079115.1	Ribonuclease	
RPP25	54913	Ribonuclease P 25kDa subunit	NP_060263.2	Ribonuclease	
RRS1	23212	RRS1 ribosome biogenesis regulator	NP_055984.1	Unclassified	
